"Policy","Setting","SubSetting","Value","InfoUrl","SupportedPlatform","SupportedSKUs","UnsupportedSKUs","Unique","Duplicate","Conflicting"
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Set client connection encryption level","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotedesktopservices#remotedesktopservices-clientconnectionencryptionlevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","","Encryption Level","High Level","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Do not delete temp folders upon exit","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-terminalserver#admx-terminalserver-ts-temp-delete","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Prevent downloading of enclosures","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-disableenclosuredownloading","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Turn off the offer to update to the latest version of Windows","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-windowsstore#admx-windowsstore-disableosupgrade-2","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-windowslogon#windowslogon-enablemprnotifications","windows10","Professional; Enterprise; Education; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; MultiSession; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Sign-in and lock last interactive user automatically after a restart","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-windowslogon#windowslogon-allowautomaticrestartsignon","windows10","Home; Professional; Enterprise; Education; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","MultiSession; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Allow Basic authentication","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-allowbasicauthentication-client","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Allow unencrypted traffic","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-allowunencryptedtraffic-client","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Disallow Digest authentication","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-disallowdigestauthentication","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Allow Basic authentication","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-allowbasicauthentication-service","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Allow unencrypted traffic","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-allowunencryptedtraffic-service","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Admin Templates - Windows Components (4.11) - Windows 11 Intune 4.0.0","Disallow WinRM from storing RunAs credentials","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-remotemanagement#remotemanagement-disallowstoringofrunascredentials","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Logon Audit Credential Validation","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogon_auditcredentialvalidation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Logon Logoff Audit Account Lockout","","Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditaccountlockout","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Logon Logoff Audit Group Membership","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditgroupmembership","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Logon Logoff Audit Logoff","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditlogoff","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Logon Logoff Audit Logon","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditlogon","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Account Management Audit Application Group Management","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountmanagement_auditapplicationgroupmanagement","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Authentication Policy Change","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#policychange_auditauthenticationpolicychange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Authorization Policy Change","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#policychange_auditauthorizationpolicychange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Changes to Audit Policy","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#policychange_auditpolicychange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit File Share Access","","Success+Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#objectaccess_auditfileshare","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Other Logon Logoff Events","","Success+Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditotherlogonlogoffevents","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Security Group Management","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountmanagement_auditsecuritygroupmanagement","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Security System Extension","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#system_auditsecuritysystemextension","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit Special Logon","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountlogonlogoff_auditspeciallogon","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Audit User Account Management","","Success+Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#accountmanagement_audituseraccountmanagement","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Detailed Tracking Audit PNP Activity","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#detailedtracking_auditpnpactivity","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Detailed Tracking Audit Process Creation","","Success","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#detailedtracking_auditprocesscreation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Object Access Audit Detailed File Share","","Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#objectaccess_auditdetailedfileshare","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Object Access Audit Other Object Access Events","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#objectaccess_auditotherobjectaccessevents","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Object Access Audit Removable Storage","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#objectaccess_auditremovablestorage","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Policy Change Audit MPSSVC Rule Level Policy Change","","Success+ Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#policychange_auditmpssvcrulelevelpolicychange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Auditing (6) - Windows 11 Intune 4.0.0","Policy Change Audit Other Policy Change Events","","Failure","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Audit#policychange_auditotherpolicychangeevents","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
